"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"EUR","Europe","NLD","Netherlands","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",14.9,,
"EUR","Europe","NLD","Netherlands","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"EUR","Europe","NLD","Netherlands","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25,,
"EUR","Europe","NLD","Netherlands","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","NLD","Netherlands","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","NLD","Netherlands","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",36,,
"ALL","All regions","NLD","Netherlands","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",14.9,,
"ALL","All regions","NLD","Netherlands","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NLD","Netherlands","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25,,
"ALL","All regions","NLD","Netherlands","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","NLD","Netherlands","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","NLD","Netherlands","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",36,,
"ASI","Asia","NZL","New Zealand","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",21.4,,
"ASI","Asia","NZL","New Zealand","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ASI","Asia","NZL","New Zealand","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",35,,
"ASI","Asia","NZL","New Zealand","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"ASI","Asia","NZL","New Zealand","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","NZL","New Zealand","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",38.3,,
"ALL","All regions","NZL","New Zealand","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",21.4,,
"ALL","All regions","NZL","New Zealand","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","NZL","New Zealand","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",35,,
"ALL","All regions","NZL","New Zealand","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NZL","New Zealand","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","NZL","New Zealand","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",38.3,,
"EUR","Europe","NOR","Norway","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",15.2,,
"EUR","Europe","NOR","Norway","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"EUR","Europe","NOR","Norway","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",27,,
"EUR","Europe","NOR","Norway","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","NOR","Norway","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","NOR","Norway","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",41.4,,
"ALL","All regions","NOR","Norway","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",15.2,,
"ALL","All regions","NOR","Norway","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NOR","Norway","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",27,,
"ALL","All regions","NOR","Norway","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","NOR","Norway","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","NOR","Norway","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",41.4,,
"EUR","Europe","POL","Poland","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",58.7,,
"EUR","Europe","POL","Poland","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","POL","Poland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13,,
"EUR","Europe","POL","Poland","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.5,,
"EUR","Europe","POL","Poland","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","POL","Poland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",28,,
"ALL","All regions","POL","Poland","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",58.7,,
"ALL","All regions","POL","Poland","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","POL","Poland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13,,
"ALL","All regions","POL","Poland","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.5,,
"ALL","All regions","POL","Poland","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","POL","Poland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",28,,
"EUR","Europe","PRT","Portugal","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",57.3,,
"EUR","Europe","PRT","Portugal","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","PRT","Portugal","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19,,
"EUR","Europe","PRT","Portugal","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","PRT","Portugal","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","PRT","Portugal","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",34.8,,
"ALL","All regions","PRT","Portugal","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",57.3,,
"ALL","All regions","PRT","Portugal","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","PRT","Portugal","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19,,
"ALL","All regions","PRT","Portugal","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","PRT","Portugal","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","PRT","Portugal","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",34.8,,
"EUR","Europe","SVK","Slovak Republic","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",33.4,,
"EUR","Europe","SVK","Slovak Republic","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","SVK","Slovak Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",23,,
"EUR","Europe","SVK","Slovak Republic","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","SVK","Slovak Republic","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","SVK","Slovak Republic","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",20,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",33.4,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",23,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",20,,
"EUR","Europe","ESP","Spain","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",27.4,,
"EUR","Europe","ESP","Spain","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","ESP","Spain","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13,,
"EUR","Europe","ESP","Spain","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","ESP","Spain","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","ESP","Spain","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",39.1,,
"ALL","All regions","ESP","Spain","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",27.4,,
"ALL","All regions","ESP","Spain","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","ESP","Spain","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13,,
"ALL","All regions","ESP","Spain","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","ESP","Spain","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","ESP","Spain","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",39.1,,
"EUR","Europe","SWE","Sweden","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",32,,
"EUR","Europe","SWE","Sweden","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","SWE","Sweden","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",28,,
"EUR","Europe","SWE","Sweden","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","SWE","Sweden","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","SWE","Sweden","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",43.6,,
"ALL","All regions","SWE","Sweden","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",32,,
"ALL","All regions","SWE","Sweden","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","SWE","Sweden","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",28,,
"ALL","All regions","SWE","Sweden","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","SWE","Sweden","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","SWE","Sweden","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",43.6,,
"EUR","Europe","CHE","Switzerland","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",42.7,,
"EUR","Europe","CHE","Switzerland","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","CHE","Switzerland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",9.8,,
"EUR","Europe","CHE","Switzerland","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","CHE","Switzerland","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","CHE","Switzerland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",32.5,,
"ALL","All regions","CHE","Switzerland","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",42.7,,
"ALL","All regions","CHE","Switzerland","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","CHE","Switzerland","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",9.8,,
"ALL","All regions","CHE","Switzerland","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","CHE","Switzerland","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","CHE","Switzerland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",32.5,,
"ASI","Asia","TUR","Turkey","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",65.9,,
"ASI","Asia","TUR","Turkey","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ASI","Asia","TUR","Turkey","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",38,,
"ASI","Asia","TUR","Turkey","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ASI","Asia","TUR","Turkey","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","TUR","Turkey","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",14.6,,
"ALL","All regions","TUR","Turkey","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",65.9,,
"ALL","All regions","TUR","Turkey","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","TUR","Turkey","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",38,,
"ALL","All regions","TUR","Turkey","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","TUR","Turkey","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","TUR","Turkey","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",14.6,,
"EUR","Europe","GBR","United Kingdom","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",30.6,,
"EUR","Europe","GBR","United Kingdom","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","GBR","United Kingdom","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",29,,
"EUR","Europe","GBR","United Kingdom","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"EUR","Europe","GBR","United Kingdom","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","GBR","United Kingdom","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",32,,
"ALL","All regions","GBR","United Kingdom","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",30.6,,
"ALL","All regions","GBR","United Kingdom","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","GBR","United Kingdom","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",29,,
"ALL","All regions","GBR","United Kingdom","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GBR","United Kingdom","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","GBR","United Kingdom","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",32,,
"AME","Americas","USA","United States","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",24.9,,
"AME","Americas","USA","United States","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","USA","United States","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",35.6,,
"AME","Americas","USA","United States","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"AME","Americas","USA","United States","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","USA","United States","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",19.4,,
"ALL","All regions","USA","United States","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",24.9,,
"ALL","All regions","USA","United States","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","USA","United States","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",35.6,,
"ALL","All regions","USA","United States","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","USA","United States","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","USA","United States","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",19.4,,
"ASI","Asia","AFG","Afghanistan","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","AFG","Afghanistan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",60.8,,
"ASI","Asia","AFG","Afghanistan","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","AFG","Afghanistan","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","AFG","Afghanistan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.7,,
"ALL","All regions","AFG","Afghanistan","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","AFG","Afghanistan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",60.8,,
"ALL","All regions","AFG","Afghanistan","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","AFG","Afghanistan","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","AFG","Afghanistan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.7,,
"EUR","Europe","ALB","Albania","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"EUR","Europe","ALB","Albania","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",24.6,,
"EUR","Europe","ALB","Albania","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","ALB","Albania","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"EUR","Europe","ALB","Albania","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.9,,
"ALL","All regions","ALB","Albania","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ALB","Albania","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",24.6,,
"ALL","All regions","ALB","Albania","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","ALB","Albania","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ALB","Albania","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.9,,
"AFR","Africa","DZA","Algeria","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",75.1,,
"AFR","Africa","DZA","Algeria","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"AFR","Africa","DZA","Algeria","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"AFR","Africa","DZA","Algeria","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AFR","Africa","DZA","Algeria","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",25.8,,
"ALL","All regions","DZA","Algeria","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",75.1,,
"ALL","All regions","DZA","Algeria","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","DZA","Algeria","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","DZA","Algeria","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","DZA","Algeria","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",25.8,,
"AFR","Africa","AGO","Angola","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.5,,
"AFR","Africa","AGO","Angola","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",34.8,,
"AFR","Africa","AGO","Angola","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"AFR","Africa","AGO","Angola","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AFR","Africa","AGO","Angola","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",30.5,,
"ALL","All regions","AGO","Angola","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.5,,
"ALL","All regions","AGO","Angola","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",34.8,,
"ALL","All regions","AGO","Angola","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","AGO","Angola","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","AGO","Angola","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",30.5,,
"AME","Americas","ATG","Antigua and Barbuda","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","ATG","Antigua and Barbuda","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"AME","Americas","ATG","Antigua and Barbuda","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","ATG","Antigua and Barbuda","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",11.1,,
"ALL","All regions","ATG","Antigua and Barbuda","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","ATG","Antigua and Barbuda","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ATG","Antigua and Barbuda","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ATG","Antigua and Barbuda","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",11.1,,
"AME","Americas","ARG","Argentina","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",67.7,,
"AME","Americas","ARG","Argentina","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","ARG","Argentina","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.5,,
"AME","Americas","ARG","Argentina","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","ARG","Argentina","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",38.9,,
"ALL","All regions","ARG","Argentina","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",67.7,,
"ALL","All regions","ARG","Argentina","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","ARG","Argentina","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.5,,
"ALL","All regions","ARG","Argentina","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","ARG","Argentina","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",38.9,,
"ASI","Asia","ARM","Armenia","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",53.8,,
"ASI","Asia","ARM","Armenia","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ASI","Asia","ARM","Armenia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",8.2,,
"ASI","Asia","ARM","Armenia","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ASI","Asia","ARM","Armenia","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","ARM","Armenia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",18.1,,
"ALL","All regions","ARM","Armenia","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",53.8,,
"ALL","All regions","ARM","Armenia","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ARM","Armenia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",8.2,,
"ALL","All regions","ARM","Armenia","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","ARM","Armenia","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ARM","Armenia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",18.1,,
"ASI","Asia","AZE","Azerbaijan","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",49.7,,
"ASI","Asia","AZE","Azerbaijan","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ASI","Asia","AZE","Azerbaijan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13.5,,
"ASI","Asia","AZE","Azerbaijan","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ASI","Asia","AZE","Azerbaijan","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","AZE","Azerbaijan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",16.8,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income groups","DF_HR_ATT","Attitudes","2019","2019",49.7,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13.5,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",16.8,,
"AME","Americas","BHS","Bahamas","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","BHS","Bahamas","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"AME","Americas","BHS","Bahamas","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","BHS","Bahamas","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",12.8,,
"ALL","All regions","BHS","Bahamas","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","BHS","Bahamas","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BHS","Bahamas","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","BHS","Bahamas","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",12.8,,
"ASI","Asia","BHR","Bahrain","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","BHR","Bahrain","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ASI","Asia","BHR","Bahrain","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","BHR","Bahrain","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",7.5,,
"ALL","All regions","BHR","Bahrain","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","BHR","Bahrain","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","BHR","Bahrain","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BHR","Bahrain","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",7.5,,
"ASI","Asia","BGD","Bangladesh","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","BGD","Bangladesh","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",53.3,,
"ASI","Asia","BGD","Bangladesh","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","BGD","Bangladesh","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","BGD","Bangladesh","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",20.3,,
"ALL","All regions","BGD","Bangladesh","AIC","All income groups","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","BGD","Bangladesh","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",53.3,,
"ALL","All regions","BGD","Bangladesh","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BGD","Bangladesh","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BGD","Bangladesh","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",20.3,,
"AME","Americas","BRB","Barbados","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","BRB","Barbados","AIC","All income groups","RPI_RA_LAW","Law","2019","2019",0.25,,
"AME","Americas","BRB","Barbados","AIC","All income groups","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","BRB","Barbados","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",16.7,,
"ALL","All regions","BRB","Barbados","AIC","All income groups","DF_DV_LAW","Law","2019","2019",0,,
